#Ligand;TotalEnergy;Aktif
cav1m17_AQ4-ZINC05409187-0.pdb;-99.0011;0
cav1m17_AQ4-ZINC18196268-0.pdb;-98.9597;0
cav1m17_AQ4-ZINC35622640-0.pdb;-98.9241;0
cav1m17_AQ4-ZINC39690286-0.pdb;-98.909;0
cav1m17_AQ4-ZINC53845101-0.pdb;-98.8928;0
cav1m17_AQ4-ZINC13096693-0.pdb;-98.8587;0
cav1m17_AQ4-ZINC13501890-0.pdb;-98.8031;0
cav1m17_AQ4-ZINC63416455-0.pdb;-98.7927;0
cav1m17_AQ4-ZINC12325747-0.pdb;-98.6904;0
cav1m17_AQ4-ZINC48731216-0.pdb;-98.645;0
cav1m17_AQ4-ZINC59888768-0.pdb;-98.634;0
cav1m17_AQ4-ZINC67417970-0.pdb;-98.6305;0
cav1m17_AQ4-ZINC63270939-0.pdb;-98.6181;0
cav1m17_AQ4-ZINC63384074-0.pdb;-98.6124;0
cav1m17_AQ4-ZINC09933164-0.pdb;-98.5966;0
cav1m17_AQ4-ZINC15329664-0.pdb;-98.5954;0
cav1m17_AQ4-ZINC06057902-0.pdb;-98.5953;0
cav1m17_AQ4-ZINC67483689-0.pdb;-98.5865;0
cav1m17_AQ4-ZINC18029977-0.pdb;-98.5413;0
cav1m17_AQ4-CHEMBL417478-0.pdb;-98.5008;1
cav1m17_AQ4-ZINC11838965-0.pdb;-98.5001;0
cav1m17_AQ4-ZINC64079263-0.pdb;-98.491;0
cav1m17_AQ4-ZINC03537774-0.pdb;-98.4833;0
cav1m17_AQ4-CHEMBL207130-0.pdb;-98.4582;1
cav1m17_AQ4-ZINC08801625-0.pdb;-98.4375;0
cav1m17_AQ4-ZINC05943007-0.pdb;-98.3662;0
cav1m17_AQ4-ZINC36420457-0.pdb;-98.3535;0
cav1m17_AQ4-ZINC37625401-0.pdb;-98.3453;0
cav1m17_AQ4-ZINC06058181-0.pdb;-98.3257;0
cav1m17_AQ4-ZINC43074560-0.pdb;-98.2876;0
cav1m17_AQ4-ZINC14829959-0.pdb;-98.2657;0
cav1m17_AQ4-ZINC64538573-0.pdb;-98.261;0
cav1m17_AQ4-ZINC08964161-0.pdb;-98.2486;0
cav1m17_AQ4-ZINC13281321-0.pdb;-98.2106;0
cav1m17_AQ4-ZINC05390562-0.pdb;-98.2;0
cav1m17_AQ4-ZINC40284043-0.pdb;-98.1876;0
cav1m17_AQ4-CHEMBL283088-0.pdb;-98.1807;1
cav1m17_AQ4-ZINC15859348-0.pdb;-98.1665;0
cav1m17_AQ4-ZINC58862091-0.pdb;-98.1569;0
cav1m17_AQ4-ZINC08185263-0.pdb;-98.1432;0
cav1m17_AQ4-ZINC00866771-0.pdb;-98.1318;0
cav1m17_AQ4-ZINC09866726-0.pdb;-98.1273;0
cav1m17_AQ4-ZINC20324619-0.pdb;-98.1216;0
cav1m17_AQ4-ZINC04781838-0.pdb;-98.0797;0
cav1m17_AQ4-ZINC02259287-0.pdb;-98.0665;0
cav1m17_AQ4-ZINC45632499-0.pdb;-98.0087;0
cav1m17_AQ4-ZINC12478648-0.pdb;-97.964;0
cav1m17_AQ4-ZINC66956878-0.pdb;-97.9628;0
cav1m17_AQ4-ZINC08990694-0.pdb;-97.9494;0
cav1m17_AQ4-ZINC21250391-0.pdb;-97.9451;0
cav1m17_AQ4-ZINC39469976-0.pdb;-97.8946;0
cav1m17_AQ4-ZINC02250256-0.pdb;-97.8878;0
cav1m17_AQ4-ZINC39733619-0.pdb;-97.8846;0
cav1m17_AQ4-ZINC05709868-0.pdb;-97.8822;0
cav1m17_AQ4-ZINC40010923-0.pdb;-97.8719;0
cav1m17_AQ4-ZINC59547251-0.pdb;-97.8668;0
cav1m17_AQ4-ZINC02645160-0.pdb;-97.8661;0
cav1m17_AQ4-CHEMBL258940-0.pdb;-97.854;1
cav1m17_AQ4-ZINC39666978-0.pdb;-97.8378;0
cav1m17_AQ4-ZINC39666037-0.pdb;-97.8097;0
cav1m17_AQ4-ZINC32446731-0.pdb;-97.7366;0
cav1m17_AQ4-ZINC39359646-0.pdb;-97.7252;0
cav1m17_AQ4-ZINC22762639-0.pdb;-97.7064;0
cav1m17_AQ4-ZINC38965529-0.pdb;-97.7023;0
cav1m17_AQ4-ZINC40983475-0.pdb;-97.6798;0
cav1m17_AQ4-ZINC45626427-0.pdb;-97.6796;0
cav1m17_AQ4-ZINC08971866-0.pdb;-97.6268;0
cav1m17_AQ4-ZINC14979257-0.pdb;-97.6218;0
cav1m17_AQ4-ZINC11913023-0.pdb;-97.6059;0
cav1m17_AQ4-ZINC16022099-0.pdb;-97.6037;0
cav1m17_AQ4-CHEMBL330323-0.pdb;-97.5973;1
cav1m17_AQ4-ZINC40010936-0.pdb;-97.564;0
cav1m17_AQ4-ZINC33290333-0.pdb;-97.5469;0
cav1m17_AQ4-ZINC13691153-0.pdb;-97.5021;0
cav1m17_AQ4-ZINC09405467-0.pdb;-97.4891;0
cav1m17_AQ4-ZINC14856829-0.pdb;-97.4769;0
cav1m17_AQ4-ZINC35800723-0.pdb;-97.4714;0
cav1m17_AQ4-ZINC32925504-0.pdb;-97.436;0
cav1m17_AQ4-ZINC19334842-0.pdb;-97.4359;0
cav1m17_AQ4-ZINC13040151-0.pdb;-97.4136;0
cav1m17_AQ4-ZINC09663402-0.pdb;-97.411;0
cav1m17_AQ4-ZINC17316868-0.pdb;-97.3958;0
cav1m17_AQ4-ZINC04246141-0.pdb;-97.387;0
cav1m17_AQ4-ZINC18527096-0.pdb;-97.3801;0
cav1m17_AQ4-ZINC13076231-0.pdb;-97.3711;0
cav1m17_AQ4-ZINC49486703-0.pdb;-97.318;0
cav1m17_AQ4-ZINC11898447-0.pdb;-97.3174;0
cav1m17_AQ4-ZINC08442112-0.pdb;-97.3013;0
cav1m17_AQ4-ZINC03410439-0.pdb;-97.2705;0
cav1m17_AQ4-ZINC33070922-0.pdb;-97.26;0
cav1m17_AQ4-ZINC16232065-0.pdb;-97.2343;0
cav1m17_AQ4-ZINC39669148-0.pdb;-97.2337;0
cav1m17_AQ4-ZINC21665453-0.pdb;-97.2308;0
cav1m17_AQ4-ZINC09631010-0.pdb;-97.2303;0
cav1m17_AQ4-ZINC63375801-0.pdb;-97.2116;0
cav1m17_AQ4-ZINC63502953-0.pdb;-97.1432;0
cav1m17_AQ4-ZINC60207903-0.pdb;-97.1421;0
cav1m17_AQ4-ZINC14151958-0.pdb;-97.1278;0
cav1m17_AQ4-ZINC18339506-0.pdb;-97.1136;0
cav1m17_AQ4-ZINC20710053-0.pdb;-97.0969;0
cav1m17_AQ4-ZINC59894330-0.pdb;-97.0946;0
cav1m17_AQ4-ZINC04555318-0.pdb;-97.0884;0
cav1m17_AQ4-ZINC01324022-0.pdb;-97.072;0
cav1m17_AQ4-ZINC63374547-0.pdb;-97.0661;0
cav1m17_AQ4-ZINC04933383-0.pdb;-97.0593;0
cav1m17_AQ4-ZINC16247577-0.pdb;-97.039;0
cav1m17_AQ4-ZINC48838686-0.pdb;-97.0327;0
cav1m17_AQ4-ZINC63896778-0.pdb;-97.0143;0
cav1m17_AQ4-ZINC08721725-0.pdb;-96.9923;0
cav1m17_AQ4-ZINC20876707-0.pdb;-96.9844;0
cav1m17_AQ4-ZINC66343297-0.pdb;-96.9793;0
cav1m17_AQ4-ZINC65074731-0.pdb;-96.9695;0
cav1m17_AQ4-ZINC13640564-0.pdb;-96.9692;0
cav1m17_AQ4-ZINC47044054-0.pdb;-96.9106;0
cav1m17_AQ4-ZINC06035474-0.pdb;-96.9049;0
cav1m17_AQ4-ZINC09169228-0.pdb;-96.9042;0
cav1m17_AQ4-ZINC04858274-0.pdb;-96.897;0
cav1m17_AQ4-ZINC20981126-0.pdb;-96.8937;0
cav1m17_AQ4-ZINC09360839-0.pdb;-96.8905;0
cav1m17_AQ4-ZINC54946731-0.pdb;-96.8361;0
cav1m17_AQ4-ZINC64044574-0.pdb;-96.8211;0
cav1m17_AQ4-ZINC16231549-0.pdb;-96.7977;0
cav1m17_AQ4-ZINC39686457-0.pdb;-96.7968;0
cav1m17_AQ4-ZINC08839804-0.pdb;-96.7899;0
cav1m17_AQ4-ZINC09060294-0.pdb;-96.7751;0
cav1m17_AQ4-ZINC65076804-0.pdb;-96.7718;0
cav1m17_AQ4-ZINC65441377-0.pdb;-96.7346;0
cav1m17_AQ4-ZINC43302282-0.pdb;-96.7291;0
cav1m17_AQ4-ZINC64066687-0.pdb;-96.6723;0
cav1m17_AQ4-ZINC09560154-0.pdb;-96.6607;0
cav1m17_AQ4-ZINC63899668-0.pdb;-96.638;0
cav1m17_AQ4-ZINC21762323-0.pdb;-96.5988;0
cav1m17_AQ4-ZINC38613147-0.pdb;-96.5981;0
cav1m17_AQ4-ZINC45222436-0.pdb;-96.5961;0
cav1m17_AQ4-ZINC39330639-0.pdb;-96.5876;0
cav1m17_AQ4-ZINC48312495-0.pdb;-96.5872;0
cav1m17_AQ4-ZINC39636044-0.pdb;-96.5855;0
cav1m17_AQ4-ZINC63752779-0.pdb;-96.5666;0
cav1m17_AQ4-ZINC67470818-0.pdb;-96.5619;0
cav1m17_AQ4-ZINC39696222-0.pdb;-96.5616;0
cav1m17_AQ4-ZINC19632603-0.pdb;-96.5579;0
cav1m17_AQ4-ZINC14961380-0.pdb;-96.5485;0
cav1m17_AQ4-ZINC42016418-0.pdb;-96.5389;0
cav1m17_AQ4-ZINC49009591-0.pdb;-96.5297;0
cav1m17_AQ4-ZINC06788282-0.pdb;-96.4958;0
cav1m17_AQ4-ZINC35957051-0.pdb;-96.4591;0
cav1m17_AQ4-ZINC08711726-0.pdb;-96.4552;0
cav1m17_AQ4-ZINC29601706-0.pdb;-96.4132;0
cav1m17_AQ4-ZINC01568757-0.pdb;-96.4123;0
cav1m17_AQ4-ZINC07872638-0.pdb;-96.4005;0
cav1m17_AQ4-ZINC59400717-0.pdb;-96.3914;0
cav1m17_AQ4-ZINC09943100-0.pdb;-96.3372;0
cav1m17_AQ4-ZINC08318824-0.pdb;-96.3342;0
cav1m17_AQ4-ZINC22876949-0.pdb;-96.3324;0
cav1m17_AQ4-ZINC61880587-0.pdb;-96.3106;0
cav1m17_AQ4-ZINC25182369-0.pdb;-96.2511;0
cav1m17_AQ4-ZINC29655182-0.pdb;-96.2484;0
cav1m17_AQ4-ZINC65026883-0.pdb;-96.2461;0
cav1m17_AQ4-ZINC35545030-0.pdb;-96.2446;0
cav1m17_AQ4-ZINC08739084-0.pdb;-96.235;0
cav1m17_AQ4-ZINC09505937-0.pdb;-96.2186;0
cav1m17_AQ4-ZINC39688770-0.pdb;-96.1967;0
cav1m17_AQ4-ZINC39637439-0.pdb;-96.1796;0
cav1m17_AQ4-ZINC59875287-0.pdb;-96.1758;0
cav1m17_AQ4-ZINC06566752-0.pdb;-96.1519;0
cav1m17_AQ4-ZINC15085169-0.pdb;-96.1292;0
cav1m17_AQ4-ZINC43527021-0.pdb;-96.1282;0
cav1m17_AQ4-CHEMBL165508-0.pdb;-96.0994;1
cav1m17_AQ4-ZINC05413147-0.pdb;-96.0806;0
cav1m17_AQ4-ZINC39886349-0.pdb;-96.0715;0
cav1m17_AQ4-ZINC34792153-0.pdb;-96.0625;0
cav1m17_AQ4-ZINC40154904-0.pdb;-96.0602;0
cav1m17_AQ4-ZINC39467373-0.pdb;-96.0587;0
cav1m17_AQ4-ZINC54946106-0.pdb;-96.0436;0
cav1m17_AQ4-ZINC15033663-0.pdb;-96.035;0
cav1m17_AQ4-ZINC34737147-0.pdb;-96.009;0
cav1m17_AQ4-ZINC16433215-0.pdb;-96.0044;0
cav1m17_AQ4-ZINC09135450-0.pdb;-95.9909;0
cav1m17_AQ4-ZINC39677627-0.pdb;-95.9897;0
cav1m17_AQ4-ZINC60166225-0.pdb;-95.982;0
cav1m17_AQ4-ZINC40062673-0.pdb;-95.9722;0
cav1m17_AQ4-ZINC39981502-0.pdb;-95.9658;0
cav1m17_AQ4-ZINC17096685-0.pdb;-95.904;0
cav1m17_AQ4-ZINC64719753-0.pdb;-95.8834;0
cav1m17_AQ4-ZINC17969648-0.pdb;-95.87;0
cav1m17_AQ4-ZINC40825985-0.pdb;-95.8499;0
cav1m17_AQ4-ZINC06907438-0.pdb;-95.8477;0
cav1m17_AQ4-ZINC40361293-0.pdb;-95.8455;0
cav1m17_AQ4-ZINC09135429-0.pdb;-95.8338;0
cav1m17_AQ4-ZINC04819625-0.pdb;-95.8094;0
cav1m17_AQ4-CHEMBL378370-0.pdb;-95.7989;1
cav1m17_AQ4-ZINC35326438-0.pdb;-95.783;0
cav1m17_AQ4-ZINC19720110-0.pdb;-95.7782;0
cav1m17_AQ4-ZINC39476237-0.pdb;-95.7645;0
cav1m17_AQ4-ZINC39167745-0.pdb;-95.7461;0
cav1m17_AQ4-ZINC39529841-0.pdb;-95.743;0
cav1m17_AQ4-ZINC39667510-0.pdb;-95.7403;0
cav1m17_AQ4-ZINC49563552-0.pdb;-95.73;0
cav1m17_AQ4-ZINC12195427-0.pdb;-95.6696;0
cav1m17_AQ4-ZINC39358815-0.pdb;-95.645;0
cav1m17_AQ4-ZINC51687244-0.pdb;-95.643;0
cav1m17_AQ4-ZINC11603753-0.pdb;-95.6413;0
cav1m17_AQ4-ZINC58794699-0.pdb;-95.6383;0
cav1m17_AQ4-ZINC23365515-0.pdb;-95.6269;0
cav1m17_AQ4-ZINC34788852-0.pdb;-95.5898;0
cav1m17_AQ4-ZINC11898850-0.pdb;-95.5799;0
cav1m17_AQ4-CHEMBL202556-0.pdb;-95.5684;1
cav1m17_AQ4-ZINC36063046-0.pdb;-95.5654;0
cav1m17_AQ4-ZINC64700842-0.pdb;-95.5597;0
cav1m17_AQ4-ZINC67204883-0.pdb;-95.5553;0
cav1m17_AQ4-ZINC21650975-0.pdb;-95.5196;0
cav1m17_AQ4-ZINC12321602-0.pdb;-95.5145;0
cav1m17_AQ4-ZINC08747796-0.pdb;-95.4686;0
cav1m17_AQ4-ZINC37409790-0.pdb;-95.4598;0
cav1m17_AQ4-ZINC19290372-0.pdb;-95.4355;0
cav1m17_AQ4-ZINC39666322-0.pdb;-95.4153;0
cav1m17_AQ4-ZINC13801113-0.pdb;-95.4097;0
cav1m17_AQ4-ZINC32905580-0.pdb;-95.3613;0
cav1m17_AQ4-ZINC20984954-0.pdb;-95.3217;0
cav1m17_AQ4-ZINC51383809-0.pdb;-95.3118;0
cav1m17_AQ4-ZINC09310094-0.pdb;-95.2913;0
cav1m17_AQ4-ZINC08800198-0.pdb;-95.2844;0
cav1m17_AQ4-ZINC27906432-0.pdb;-95.281;0
cav1m17_AQ4-ZINC09173954-0.pdb;-95.2782;0
cav1m17_AQ4-ZINC63655787-0.pdb;-95.2771;0
cav1m17_AQ4-ZINC38547565-0.pdb;-95.2697;0
cav1m17_AQ4-ZINC59039297-0.pdb;-95.2515;0
cav1m17_AQ4-ZINC65074705-0.pdb;-95.2324;0
cav1m17_AQ4-ZINC59890578-0.pdb;-95.2207;0
cav1m17_AQ4-ZINC36498440-0.pdb;-95.2103;0
cav1m17_AQ4-ZINC33746261-0.pdb;-95.1462;0
cav1m17_AQ4-ZINC12053110-0.pdb;-95.1191;0
cav1m17_AQ4-ZINC39662523-0.pdb;-95.1083;0
cav1m17_AQ4-ZINC39636402-0.pdb;-95.0623;0
cav1m17_AQ4-ZINC38564980-0.pdb;-95.0547;0
cav1m17_AQ4-ZINC09274026-0.pdb;-95.0473;0
cav1m17_AQ4-ZINC15844627-0.pdb;-95.0462;0
cav1m17_AQ4-ZINC59385623-0.pdb;-95.0376;0
cav1m17_AQ4-ZINC40011887-0.pdb;-95.0322;0
cav1m17_AQ4-ZINC05095408-0.pdb;-95.0315;0
cav1m17_AQ4-ZINC09435247-0.pdb;-95.0096;0
cav1m17_AQ4-ZINC66365986-0.pdb;-95.0068;0
cav1m17_AQ4-ZINC01783681-0.pdb;-94.9797;0
cav1m17_AQ4-ZINC59922373-0.pdb;-94.978;0
cav1m17_AQ4-ZINC28896352-0.pdb;-94.9504;0
cav1m17_AQ4-ZINC39024732-0.pdb;-94.9217;0
cav1m17_AQ4-ZINC20817721-0.pdb;-94.9203;0
cav1m17_AQ4-ZINC15245394-0.pdb;-94.9199;0
cav1m17_AQ4-ZINC63271167-0.pdb;-94.9173;0
cav1m17_AQ4-ZINC08190265-0.pdb;-94.9096;0
cav1m17_AQ4-ZINC33024417-0.pdb;-94.908;0
cav1m17_AQ4-ZINC12946575-0.pdb;-94.9039;0
cav1m17_AQ4-ZINC12932385-0.pdb;-94.901;0
cav1m17_AQ4-ZINC04125417-0.pdb;-94.8915;0
cav1m17_AQ4-ZINC09508697-0.pdb;-94.8901;0
cav1m17_AQ4-ZINC16208495-0.pdb;-94.8777;0
cav1m17_AQ4-ZINC59489465-0.pdb;-94.8382;0
cav1m17_AQ4-ZINC07323792-0.pdb;-94.7745;0
cav1m17_AQ4-ZINC02250257-0.pdb;-94.7569;0
cav1m17_AQ4-ZINC01509805-0.pdb;-94.7102;0
cav1m17_AQ4-ZINC18284222-0.pdb;-94.6691;0
cav1m17_AQ4-ZINC10494099-0.pdb;-94.6544;0
cav1m17_AQ4-ZINC00159821-0.pdb;-94.6513;0
cav1m17_AQ4-ZINC39637462-0.pdb;-94.6264;0
cav1m17_AQ4-ZINC64703142-0.pdb;-94.5807;0
cav1m17_AQ4-ZINC39691007-0.pdb;-94.5788;0
cav1m17_AQ4-CHEMBL166307-0.pdb;-94.56;1
cav1m17_AQ4-ZINC08636255-0.pdb;-94.5409;0
cav1m17_AQ4-ZINC38547626-0.pdb;-94.5385;0
cav1m17_AQ4-ZINC63784121-0.pdb;-94.5217;0
cav1m17_AQ4-ZINC14749906-0.pdb;-94.5158;0
cav1m17_AQ4-ZINC39637345-0.pdb;-94.5042;0
cav1m17_AQ4-ZINC58157146-0.pdb;-94.4927;0
cav1m17_AQ4-ZINC56940931-0.pdb;-94.4904;0
cav1m17_AQ4-ZINC38958838-0.pdb;-94.4901;0
cav1m17_AQ4-ZINC15629298-0.pdb;-94.4695;0
cav1m17_AQ4-ZINC67529280-0.pdb;-94.4594;0
cav1m17_AQ4-ZINC12850285-0.pdb;-94.4551;0
cav1m17_AQ4-ZINC39666680-0.pdb;-94.4457;0
cav1m17_AQ4-ZINC03842057-0.pdb;-94.445;0
cav1m17_AQ4-CHEMBL203661-0.pdb;-94.4316;1
cav1m17_AQ4-ZINC39669224-0.pdb;-94.4296;0
cav1m17_AQ4-ZINC20823578-0.pdb;-94.4176;0
cav1m17_AQ4-ZINC23648778-0.pdb;-94.4076;0
cav1m17_AQ4-ZINC39672682-0.pdb;-94.395;0
cav1m17_AQ4-ZINC09334008-0.pdb;-94.3792;0
cav1m17_AQ4-ZINC17160949-0.pdb;-94.3649;0
cav1m17_AQ4-ZINC28902890-0.pdb;-94.3507;0
cav1m17_AQ4-ZINC42107858-0.pdb;-94.3322;0
cav1m17_AQ4-ZINC07298541-0.pdb;-94.3216;0
cav1m17_AQ4-ZINC19096450-0.pdb;-94.3114;0
cav1m17_AQ4-ZINC24887946-0.pdb;-94.3111;0
cav1m17_AQ4-ZINC51342302-0.pdb;-94.3065;0
cav1m17_AQ4-ZINC04978049-0.pdb;-94.2722;0
cav1m17_AQ4-ZINC39379849-0.pdb;-94.2648;0
cav1m17_AQ4-ZINC05296778-0.pdb;-94.2459;0
cav1m17_AQ4-ZINC15731204-0.pdb;-94.2429;0
cav1m17_AQ4-ZINC50436732-0.pdb;-94.2413;0
cav1m17_AQ4-ZINC35246189-0.pdb;-94.2175;0
cav1m17_AQ4-ZINC39668187-0.pdb;-94.1981;0
cav1m17_AQ4-ZINC65036380-0.pdb;-94.1473;0
cav1m17_AQ4-CHEMBL162223-0.pdb;-94.1423;1
cav1m17_AQ4-CHEMBL40130-0.pdb;-94.1281;1
cav1m17_AQ4-ZINC38612413-0.pdb;-94.1008;0
cav1m17_AQ4-ZINC41071048-0.pdb;-94.0872;0
cav1m17_AQ4-ZINC09276831-0.pdb;-94.0817;0
cav1m17_AQ4-ZINC53605871-0.pdb;-94.0502;0
cav1m17_AQ4-ZINC66147755-0.pdb;-94.0282;0
cav1m17_AQ4-ZINC36828059-0.pdb;-94.0218;0
cav1m17_AQ4-ZINC22635892-0.pdb;-94.0133;0
cav1m17_AQ4-ZINC39596556-0.pdb;-94.0047;0
cav1m17_AQ4-ZINC39691014-0.pdb;-93.9895;0
cav1m17_AQ4-ZINC23635789-0.pdb;-93.9816;0
cav1m17_AQ4-ZINC12401682-0.pdb;-93.9685;0
cav1m17_AQ4-ZINC04625401-0.pdb;-93.9674;0
cav1m17_AQ4-ZINC20479178-0.pdb;-93.9541;0
cav1m17_AQ4-ZINC03358063-0.pdb;-93.935;0
cav1m17_AQ4-ZINC38547398-0.pdb;-93.9011;0
cav1m17_AQ4-ZINC66481854-0.pdb;-93.9009;0
cav1m17_AQ4-ZINC39668871-0.pdb;-93.8876;0
cav1m17_AQ4-CHEMBL461967-0.pdb;-93.8861;1
cav1m17_AQ4-ZINC12325427-0.pdb;-93.8025;0
cav1m17_AQ4-ZINC20864025-0.pdb;-93.7656;0
cav1m17_AQ4-ZINC11307115-0.pdb;-93.7179;0
cav1m17_AQ4-ZINC09088216-0.pdb;-93.7154;0
cav1m17_AQ4-ZINC03339275-0.pdb;-93.6843;0
cav1m17_AQ4-ZINC27498061-0.pdb;-93.6793;0
cav1m17_AQ4-ZINC55493865-0.pdb;-93.6601;0
cav1m17_AQ4-ZINC33809991-0.pdb;-93.6561;0
cav1m17_AQ4-ZINC39686544-0.pdb;-93.6194;0
cav1m17_AQ4-ZINC13476620-0.pdb;-93.5989;0
cav1m17_AQ4-ZINC43863176-0.pdb;-93.5561;0
cav1m17_AQ4-ZINC57651964-0.pdb;-93.5421;0
cav1m17_AQ4-ZINC55894275-0.pdb;-93.5188;0
cav1m17_AQ4-ZINC20748563-0.pdb;-93.5168;0
cav1m17_AQ4-ZINC60042642-0.pdb;-93.5158;0
cav1m17_AQ4-ZINC15680163-0.pdb;-93.5005;0
cav1m17_AQ4-ZINC44868783-0.pdb;-93.4799;0
cav1m17_AQ4-ZINC12437139-0.pdb;-93.4736;0
cav1m17_AQ4-ZINC36063044-0.pdb;-93.4622;0
cav1m17_AQ4-ZINC14482748-0.pdb;-93.4585;0
cav1m17_AQ4-ZINC42015641-0.pdb;-93.4561;0
cav1m17_AQ4-ZINC21250999-0.pdb;-93.4538;0
cav1m17_AQ4-ZINC40988491-0.pdb;-93.4503;0
cav1m17_AQ4-ZINC38532143-0.pdb;-93.4371;0
cav1m17_AQ4-ZINC40641649-0.pdb;-93.4274;0
cav1m17_AQ4-ZINC23627202-0.pdb;-93.4032;0
cav1m17_AQ4-ZINC24642401-0.pdb;-93.3945;0
cav1m17_AQ4-ZINC24897444-0.pdb;-93.39;0
cav1m17_AQ4-ZINC09991508-0.pdb;-93.3732;0
cav1m17_AQ4-ZINC14993467-0.pdb;-93.3623;0
cav1m17_AQ4-ZINC63818134-0.pdb;-93.3215;0
cav1m17_AQ4-ZINC39741320-0.pdb;-93.3068;0
cav1m17_AQ4-ZINC09135773-0.pdb;-93.3027;0
cav1m17_AQ4-ZINC22114913-0.pdb;-93.3009;0
cav1m17_AQ4-ZINC21297684-0.pdb;-93.2424;0
cav1m17_AQ4-ZINC09439079-0.pdb;-93.2106;0
cav1m17_AQ4-ZINC14719204-0.pdb;-93.209;0
cav1m17_AQ4-ZINC30683787-0.pdb;-93.2059;0
cav1m17_AQ4-ZINC39226244-0.pdb;-93.1994;0
cav1m17_AQ4-ZINC59737831-0.pdb;-93.1947;0
cav1m17_AQ4-ZINC39992056-0.pdb;-93.1894;0
cav1m17_AQ4-ZINC43224964-0.pdb;-93.1861;0
cav1m17_AQ4-ZINC03043759-0.pdb;-93.1717;0
cav1m17_AQ4-ZINC32964288-0.pdb;-93.1661;0
cav1m17_AQ4-ZINC39664988-0.pdb;-93.1642;0
cav1m17_AQ4-ZINC32925506-0.pdb;-93.1528;0
cav1m17_AQ4-ZINC39659853-0.pdb;-93.1345;0
cav1m17_AQ4-ZINC04016734-0.pdb;-93.1212;0
cav1m17_AQ4-CHEMBL206955-0.pdb;-93.1094;1
cav1m17_AQ4-ZINC64131556-0.pdb;-93.0823;0
cav1m17_AQ4-ZINC64176548-0.pdb;-93.0717;0
cav1m17_AQ4-ZINC11971145-0.pdb;-93.0597;0
cav1m17_AQ4-ZINC65074874-0.pdb;-93.0353;0
cav1m17_AQ4-ZINC40154903-0.pdb;-93.0289;0
cav1m17_AQ4-ZINC05689230-0.pdb;-93.0132;0
cav1m17_AQ4-ZINC39695027-0.pdb;-92.9969;0
cav1m17_AQ4-ZINC08800227-0.pdb;-92.986;0
cav1m17_AQ4-ZINC63919972-0.pdb;-92.9595;0
cav1m17_AQ4-ZINC08733716-0.pdb;-92.9472;0
cav1m17_AQ4-ZINC63773474-0.pdb;-92.939;0
cav1m17_AQ4-ZINC39678271-0.pdb;-92.9268;0
cav1m17_AQ4-ZINC34892457-0.pdb;-92.9245;0
cav1m17_AQ4-ZINC31114752-0.pdb;-92.885;0
cav1m17_AQ4-ZINC60186153-0.pdb;-92.8786;0
cav1m17_AQ4-ZINC22890996-0.pdb;-92.878;0
cav1m17_AQ4-ZINC13150996-0.pdb;-92.8539;0
cav1m17_AQ4-ZINC09138447-0.pdb;-92.8508;0
cav1m17_AQ4-ZINC15482215-0.pdb;-92.8174;0
cav1m17_AQ4-ZINC60340222-0.pdb;-92.8029;0
cav1m17_AQ4-ZINC41022100-0.pdb;-92.7997;0
cav1m17_AQ4-ZINC21882616-0.pdb;-92.7814;0
cav1m17_AQ4-ZINC28350737-0.pdb;-92.7582;0
cav1m17_AQ4-ZINC39673392-0.pdb;-92.7237;0
cav1m17_AQ4-ZINC20969016-0.pdb;-92.7187;0
cav1m17_AQ4-ZINC00495252-0.pdb;-92.6936;0
cav1m17_AQ4-ZINC41014433-0.pdb;-92.6888;0
cav1m17_AQ4-ZINC15162810-0.pdb;-92.6852;0
cav1m17_AQ4-ZINC09631012-0.pdb;-92.6841;0
cav1m17_AQ4-ZINC05319186-0.pdb;-92.6411;0
cav1m17_AQ4-ZINC27575043-0.pdb;-92.6405;0
cav1m17_AQ4-ZINC43527585-0.pdb;-92.6175;0
cav1m17_AQ4-ZINC10144106-0.pdb;-92.5816;0
cav1m17_AQ4-ZINC57316649-0.pdb;-92.5659;0
cav1m17_AQ4-ZINC22053188-0.pdb;-92.5149;0
cav1m17_AQ4-ZINC39635877-0.pdb;-92.5122;0
cav1m17_AQ4-ZINC62725609-0.pdb;-92.5017;0
cav1m17_AQ4-ZINC40386500-0.pdb;-92.4999;0
cav1m17_AQ4-ZINC00664243-0.pdb;-92.4929;0
cav1m17_AQ4-ZINC64870717-0.pdb;-92.4925;0
cav1m17_AQ4-ZINC39665447-0.pdb;-92.4846;0
cav1m17_AQ4-ZINC60238927-0.pdb;-92.4788;0
cav1m17_AQ4-ZINC06571251-0.pdb;-92.4779;0
cav1m17_AQ4-ZINC08076280-0.pdb;-92.4643;0
cav1m17_AQ4-ZINC07659502-0.pdb;-92.4587;0
cav1m17_AQ4-ZINC62832738-0.pdb;-92.4519;0
cav1m17_AQ4-ZINC31788918-0.pdb;-92.4075;0
cav1m17_AQ4-ZINC45330730-0.pdb;-92.3946;0
cav1m17_AQ4-ZINC39948491-0.pdb;-92.386;0
cav1m17_AQ4-ZINC35415735-0.pdb;-92.3765;0
cav1m17_AQ4-ZINC53111799-0.pdb;-92.3753;0
cav1m17_AQ4-ZINC22937902-0.pdb;-92.3711;0
cav1m17_AQ4-ZINC08603496-0.pdb;-92.3519;0
cav1m17_AQ4-ZINC41158196-0.pdb;-92.3472;0
