#Ligand;TotalEnergy;keterangan
cav4mxo_DB8-ZINC39939033-0.pdb;-92.6885;0
cav4mxo_DB8-ZINC59678482-0.pdb;-92.6654;0
cav4mxo_DB8-ZINC09469259-0.pdb;-92.6305;0
cav4mxo_DB8-ZINC16576043-0.pdb;-92.5594;0
cav4mxo_DB8-ZINC09298402-0.pdb;-92.5545;0
cav4mxo_DB8-ZINC62828756-0.pdb;-92.5339;0
cav4mxo_DB8-ZINC44787072-0.pdb;-92.5205;0
cav4mxo_DB8-ZINC63514085-0.pdb;-92.4766;0
cav4mxo_DB8-ZINC01069570-0.pdb;-92.4706;0
cav4mxo_DB8-CHEMBL213988-0.pdb;-92.4654;1
cav4mxo_DB8-ZINC12899313-0.pdb;-92.4183;0
cav4mxo_DB8-ZINC17161750-0.pdb;-92.4035;0
cav4mxo_DB8-ZINC13059883-0.pdb;-92.3672;0
cav4mxo_DB8-ZINC59166942-0.pdb;-92.3627;0
cav4mxo_DB8-ZINC28563646-0.pdb;-92.3583;0
cav4mxo_DB8-ZINC44964191-0.pdb;-92.3518;0
cav4mxo_DB8-ZINC08951413-0.pdb;-92.3217;0
cav4mxo_DB8-ZINC17020573-0.pdb;-92.3173;0
cav4mxo_DB8-ZINC63486172-0.pdb;-92.3121;0
cav4mxo_DB8-ZINC20688424-0.pdb;-92.3043;0
cav4mxo_DB8-ZINC61685165-0.pdb;-92.2827;0
cav4mxo_DB8-ZINC39357177-0.pdb;-92.2817;0
cav4mxo_DB8-ZINC43554477-0.pdb;-92.2557;0
cav4mxo_DB8-ZINC26600063-0.pdb;-92.2468;0
cav4mxo_DB8-ZINC09429638-0.pdb;-92.2366;0
cav4mxo_DB8-ZINC65919593-0.pdb;-92.2185;0
cav4mxo_DB8-ZINC27667417-0.pdb;-92.0227;0
cav4mxo_DB8-ZINC34914742-0.pdb;-91.944;0
cav4mxo_DB8-ZINC16973111-0.pdb;-91.9383;0
cav4mxo_DB8-ZINC09155190-0.pdb;-91.9153;0
cav4mxo_DB8-ZINC19234505-0.pdb;-91.7895;0
cav4mxo_DB8-ZINC40953728-0.pdb;-91.7798;0
cav4mxo_DB8-ZINC12652311-0.pdb;-91.7535;0
cav4mxo_DB8-ZINC20753790-0.pdb;-91.7505;0
cav4mxo_DB8-ZINC13283473-0.pdb;-91.7402;0
cav4mxo_DB8-ZINC36312918-0.pdb;-91.6541;0
cav4mxo_DB8-ZINC03552616-0.pdb;-91.65;0
cav4mxo_DB8-ZINC39926828-0.pdb;-91.6494;0
cav4mxo_DB8-ZINC39328116-0.pdb;-91.6144;0
cav4mxo_DB8-ZINC35991109-0.pdb;-91.6119;0
cav4mxo_DB8-ZINC36629357-0.pdb;-91.597;0
cav4mxo_DB8-ZINC31983175-0.pdb;-91.5726;0
cav4mxo_DB8-ZINC20686794-0.pdb;-91.5444;0
cav4mxo_DB8-ZINC38732094-0.pdb;-91.5208;0
cav4mxo_DB8-ZINC39431812-0.pdb;-91.4974;0
cav4mxo_DB8-ZINC44164118-0.pdb;-91.4267;0
cav4mxo_DB8-ZINC09129832-0.pdb;-91.4169;0
cav4mxo_DB8-ZINC00663552-0.pdb;-91.3735;0
cav4mxo_DB8-ZINC05081411-0.pdb;-91.3662;0
cav4mxo_DB8-ZINC08748481-0.pdb;-91.3509;0
cav4mxo_DB8-ZINC66305940-0.pdb;-91.3506;0
cav4mxo_DB8-ZINC66976131-0.pdb;-91.3382;0
cav4mxo_DB8-ZINC09271973-0.pdb;-91.3312;0
cav4mxo_DB8-ZINC38779523-0.pdb;-91.3163;0
cav4mxo_DB8-ZINC12891288-0.pdb;-91.3085;0
cav4mxo_DB8-ZINC63141039-0.pdb;-91.2563;0
cav4mxo_DB8-ZINC05758789-0.pdb;-91.2323;0
cav4mxo_DB8-ZINC13117921-0.pdb;-91.2265;0
cav4mxo_DB8-ZINC25462174-0.pdb;-91.2092;0
cav4mxo_DB8-ZINC66190274-0.pdb;-91.2041;0
cav4mxo_DB8-ZINC03841348-0.pdb;-91.1861;0
cav4mxo_DB8-ZINC58247043-0.pdb;-91.1038;0
cav4mxo_DB8-ZINC20611689-0.pdb;-91.07;0
cav4mxo_DB8-ZINC39684526-0.pdb;-91.064;0
cav4mxo_DB8-ZINC35778563-0.pdb;-91.0505;0
cav4mxo_DB8-ZINC35554875-0.pdb;-91.039;0
cav4mxo_DB8-ZINC20752753-0.pdb;-91.0255;0
cav4mxo_DB8-ZINC27012353-0.pdb;-90.9757;0
cav4mxo_DB8-ZINC44858810-0.pdb;-90.8254;0
cav4mxo_DB8-ZINC39697620-0.pdb;-90.6656;0
cav4mxo_DB8-ZINC65011088-0.pdb;-90.5848;0
cav4mxo_DB8-ZINC22063396-0.pdb;-90.5832;0
cav4mxo_DB8-ZINC40018535-0.pdb;-90.5684;0
cav4mxo_DB8-ZINC18200282-0.pdb;-90.4744;0
cav4mxo_DB8-ZINC36643293-0.pdb;-90.4739;0
cav4mxo_DB8-ZINC10768364-0.pdb;-90.4549;0
cav4mxo_DB8-ZINC12880317-0.pdb;-90.4321;0
cav4mxo_DB8-ZINC20997050-0.pdb;-90.3926;0
cav4mxo_DB8-ZINC15967472-0.pdb;-90.391;0
cav4mxo_DB8-ZINC06343839-0.pdb;-90.3585;0
cav4mxo_DB8-ZINC09135457-0.pdb;-90.339;0
cav4mxo_DB8-ZINC09264291-0.pdb;-90.3342;0
cav4mxo_DB8-ZINC13362588-0.pdb;-90.3299;0
cav4mxo_DB8-ZINC15986288-0.pdb;-90.3247;0
cav4mxo_DB8-ZINC36158866-0.pdb;-90.3161;0
cav4mxo_DB8-ZINC39632633-0.pdb;-90.3119;0
cav4mxo_DB8-ZINC39205222-0.pdb;-90.238;0
cav4mxo_DB8-ZINC67585331-0.pdb;-90.2236;0
cav4mxo_DB8-ZINC56595904-0.pdb;-90.2189;0
cav4mxo_DB8-ZINC63619743-0.pdb;-90.2167;0
cav4mxo_DB8-ZINC37731875-0.pdb;-90.1563;0
cav4mxo_DB8-ZINC12041168-0.pdb;-90.0996;0
cav4mxo_DB8-ZINC00752577-0.pdb;-90.0992;0
cav4mxo_DB8-ZINC64450561-0.pdb;-90.0852;0
cav4mxo_DB8-ZINC08995893-0.pdb;-90.0583;0
cav4mxo_DB8-ZINC63373624-0.pdb;-90.0524;0
cav4mxo_DB8-ZINC64715724-0.pdb;-90.05;0
cav4mxo_DB8-ZINC40321876-0.pdb;-90.0222;0
cav4mxo_DB8-ZINC53543005-0.pdb;-90.022;0
cav4mxo_DB8-ZINC09410315-0.pdb;-89.9757;0
cav4mxo_DB8-ZINC64182095-0.pdb;-89.9255;0
cav4mxo_DB8-ZINC34683915-0.pdb;-89.8502;0
cav4mxo_DB8-ZINC02309842-0.pdb;-89.8411;0
cav4mxo_DB8-ZINC51096660-0.pdb;-89.8262;0
cav4mxo_DB8-ZINC38965581-0.pdb;-89.7972;0
cav4mxo_DB8-ZINC05603884-0.pdb;-89.7547;0
cav4mxo_DB8-ZINC44905559-0.pdb;-89.7299;0
cav4mxo_DB8-ZINC05259332-0.pdb;-89.7165;0
cav4mxo_DB8-ZINC08876817-0.pdb;-89.6877;0
cav4mxo_DB8-ZINC44028948-0.pdb;-89.6077;0
cav4mxo_DB8-ZINC39532700-0.pdb;-89.5908;0
cav4mxo_DB8-ZINC66716985-0.pdb;-89.5321;0
cav4mxo_DB8-ZINC13694712-0.pdb;-89.5169;0
cav4mxo_DB8-ZINC05928133-0.pdb;-89.4601;0
cav4mxo_DB8-ZINC36157053-0.pdb;-89.4591;0
cav4mxo_DB8-ZINC58489671-0.pdb;-89.4342;0
cav4mxo_DB8-ZINC64450562-0.pdb;-89.4234;0
cav4mxo_DB8-ZINC11049973-0.pdb;-89.4088;0
cav4mxo_DB8-ZINC39686720-0.pdb;-89.3855;0
cav4mxo_DB8-ZINC09014931-0.pdb;-89.2909;0
cav4mxo_DB8-ZINC38893857-0.pdb;-89.2709;0
cav4mxo_DB8-ZINC05753129-0.pdb;-89.2323;0
cav4mxo_DB8-ZINC11416070-0.pdb;-89.2026;0
cav4mxo_DB8-ZINC10134783-0.pdb;-89.1972;0
cav4mxo_DB8-ZINC41586159-0.pdb;-89.1192;0
cav4mxo_DB8-ZINC04222289-0.pdb;-89.1153;0
cav4mxo_DB8-ZINC62136473-0.pdb;-89.0731;0
cav4mxo_DB8-ZINC56159748-0.pdb;-89.0652;0
cav4mxo_DB8-ZINC39680407-0.pdb;-89.0618;0
cav4mxo_DB8-ZINC03227646-0.pdb;-88.9512;0
cav4mxo_DB8-ZINC53735775-0.pdb;-88.8942;0
cav4mxo_DB8-ZINC27667413-0.pdb;-88.8682;0
cav4mxo_DB8-ZINC39703052-0.pdb;-88.844;0
cav4mxo_DB8-ZINC12132199-0.pdb;-88.8075;0
cav4mxo_DB8-ZINC55036692-0.pdb;-88.7302;0
cav4mxo_DB8-ZINC43919365-0.pdb;-88.7233;0
cav4mxo_DB8-ZINC10049879-0.pdb;-88.6981;0
cav4mxo_DB8-ZINC35658849-0.pdb;-88.6911;0
cav4mxo_DB8-ZINC43758386-0.pdb;-88.6732;0
cav4mxo_DB8-ZINC39747221-0.pdb;-88.6202;0
cav4mxo_DB8-ZINC59385152-0.pdb;-88.618;0
cav4mxo_DB8-ZINC59516421-0.pdb;-88.6083;0
cav4mxo_DB8-ZINC39943289-0.pdb;-88.6075;0
cav4mxo_DB8-ZINC16750673-0.pdb;-88.5539;0
cav4mxo_DB8-ZINC12083771-0.pdb;-88.525;0
cav4mxo_DB8-ZINC39992327-0.pdb;-88.5071;0
cav4mxo_DB8-ZINC36065725-0.pdb;-88.4989;0
cav4mxo_DB8-ZINC20689646-0.pdb;-88.455;0
cav4mxo_DB8-ZINC00550220-0.pdb;-88.4071;0
cav4mxo_DB8-ZINC39601306-0.pdb;-88.4059;0
cav4mxo_DB8-ZINC46581295-0.pdb;-88.396;0
cav4mxo_DB8-ZINC04143491-0.pdb;-88.392;0
cav4mxo_DB8-ZINC49410690-0.pdb;-88.3899;0
cav4mxo_DB8-ZINC65074797-0.pdb;-88.38;0
cav4mxo_DB8-ZINC13423777-0.pdb;-88.3659;0
cav4mxo_DB8-ZINC65074849-0.pdb;-88.3492;0
cav4mxo_DB8-ZINC22282411-0.pdb;-88.3283;0
cav4mxo_DB8-ZINC57798994-0.pdb;-88.2993;0
cav4mxo_DB8-ZINC61997769-0.pdb;-88.197;0
cav4mxo_DB8-ZINC63493104-0.pdb;-88.186;0
cav4mxo_DB8-ZINC19795991-0.pdb;-88.1618;0
cav4mxo_DB8-ZINC33682971-0.pdb;-88.0753;0
cav4mxo_DB8-ZINC47698426-0.pdb;-88.0738;0
cav4mxo_DB8-ZINC08965771-0.pdb;-88.0493;0
cav4mxo_DB8-ZINC64220528-0.pdb;-88.0356;0
cav4mxo_DB8-ZINC63531501-0.pdb;-88.0307;0
cav4mxo_DB8-ZINC36828040-0.pdb;-88.0291;0
cav4mxo_DB8-ZINC62934732-0.pdb;-87.9375;0
cav4mxo_DB8-ZINC36621547-0.pdb;-87.9313;0
cav4mxo_DB8-ZINC62876115-0.pdb;-87.8608;0
cav4mxo_DB8-ZINC12342335-0.pdb;-87.8421;0
cav4mxo_DB8-ZINC06624002-0.pdb;-87.8235;0
cav4mxo_DB8-ZINC19236600-0.pdb;-87.8149;0
cav4mxo_DB8-ZINC39843225-0.pdb;-87.8076;0
cav4mxo_DB8-ZINC16810765-0.pdb;-87.779;0
cav4mxo_DB8-ZINC20873298-0.pdb;-87.722;0
cav4mxo_DB8-ZINC63427083-0.pdb;-87.707;0
cav4mxo_DB8-ZINC43735831-0.pdb;-87.6684;0
cav4mxo_DB8-ZINC35938560-0.pdb;-87.6194;0
cav4mxo_DB8-ZINC00818034-0.pdb;-87.5894;0
cav4mxo_DB8-ZINC44787074-0.pdb;-87.562;0
cav4mxo_DB8-ZINC39596471-0.pdb;-87.413;0
cav4mxo_DB8-ZINC01641824-0.pdb;-87.3667;0
cav4mxo_DB8-ZINC42800073-0.pdb;-87.2851;0
cav4mxo_DB8-ZINC59060987-0.pdb;-87.2216;0
cav4mxo_DB8-ZINC64622932-0.pdb;-87.1674;0
cav4mxo_DB8-ZINC39530505-0.pdb;-87.1638;0
cav4mxo_DB8-ZINC31922881-0.pdb;-87.1109;0
cav4mxo_DB8-ZINC03353030-0.pdb;-87.1052;0
cav4mxo_DB8-ZINC55104244-0.pdb;-87.0906;0
cav4mxo_DB8-ZINC67576340-0.pdb;-87.0299;0
cav4mxo_DB8-ZINC15051486-0.pdb;-86.9995;0
cav4mxo_DB8-ZINC47702788-0.pdb;-86.9693;0
cav4mxo_DB8-ZINC39327267-0.pdb;-86.9575;0
cav4mxo_DB8-ZINC39686758-0.pdb;-86.9116;0
cav4mxo_DB8-ZINC66037993-0.pdb;-86.9064;0
cav4mxo_DB8-ZINC40779925-0.pdb;-86.8862;0
cav4mxo_DB8-ZINC06407527-0.pdb;-86.8846;0
cav4mxo_DB8-ZINC64480049-0.pdb;-86.8594;0
cav4mxo_DB8-ZINC20272003-0.pdb;-86.8186;0
cav4mxo_DB8-ZINC39660394-0.pdb;-86.8172;0
cav4mxo_DB8-ZINC04087123-0.pdb;-86.8164;0
cav4mxo_DB8-ZINC56769866-0.pdb;-86.7727;0
cav4mxo_DB8-ZINC20510068-0.pdb;-86.771;0
cav4mxo_DB8-ZINC19020330-0.pdb;-86.735;0
cav4mxo_DB8-ZINC36900702-0.pdb;-86.6401;0
cav4mxo_DB8-ZINC38630812-0.pdb;-86.6246;0
cav4mxo_DB8-ZINC10353129-0.pdb;-86.5643;0
cav4mxo_DB8-ZINC12035955-0.pdb;-86.5447;0
cav4mxo_DB8-ZINC13986986-0.pdb;-86.5309;0
cav4mxo_DB8-ZINC09102648-0.pdb;-86.5231;0
cav4mxo_DB8-ZINC22934505-0.pdb;-86.4824;0
cav4mxo_DB8-ZINC43772806-0.pdb;-86.4741;0
cav4mxo_DB8-ZINC44928842-0.pdb;-86.4604;0
cav4mxo_DB8-ZINC02769766-0.pdb;-86.4456;0
cav4mxo_DB8-ZINC02235470-0.pdb;-86.4386;0
cav4mxo_DB8-ZINC35710257-0.pdb;-86.4013;0
cav4mxo_DB8-ZINC09882922-0.pdb;-86.3727;0
cav4mxo_DB8-ZINC39533406-0.pdb;-86.3279;0
cav4mxo_DB8-ZINC01108522-0.pdb;-86.2663;0
cav4mxo_DB8-ZINC54044531-0.pdb;-86.2073;0
cav4mxo_DB8-ZINC10755363-0.pdb;-86.1675;0
cav4mxo_DB8-ZINC45470400-0.pdb;-86.1471;0
cav4mxo_DB8-ZINC35447981-0.pdb;-86.1326;0
cav4mxo_DB8-ZINC63463005-0.pdb;-86.0643;0
cav4mxo_DB8-ZINC12496721-0.pdb;-86.0073;0
cav4mxo_DB8-ZINC08645342-0.pdb;-86.0024;0
cav4mxo_DB8-ZINC39685226-0.pdb;-85.9987;0
cav4mxo_DB8-ZINC26298016-0.pdb;-85.9844;0
cav4mxo_DB8-ZINC45789111-0.pdb;-85.9745;0
cav4mxo_DB8-ZINC39992750-0.pdb;-85.9593;0
cav4mxo_DB8-ZINC35226867-0.pdb;-85.8156;0
cav4mxo_DB8-ZINC56159650-0.pdb;-85.8064;0
cav4mxo_DB8-ZINC09253730-0.pdb;-85.7702;0
cav4mxo_DB8-ZINC14162306-0.pdb;-85.7695;0
cav4mxo_DB8-ZINC13634794-0.pdb;-85.7528;0
cav4mxo_DB8-ZINC39677659-0.pdb;-85.7435;0
cav4mxo_DB8-ZINC39684563-0.pdb;-85.7367;0
cav4mxo_DB8-ZINC14282071-0.pdb;-85.7298;0
cav4mxo_DB8-ZINC54726722-0.pdb;-85.716;0
cav4mxo_DB8-ZINC35361518-0.pdb;-85.7099;0
cav4mxo_DB8-ZINC40388711-0.pdb;-85.7091;0
cav4mxo_DB8-ZINC04575379-0.pdb;-85.6993;0
cav4mxo_DB8-ZINC44905561-0.pdb;-85.6938;0
cav4mxo_DB8-ZINC11878440-0.pdb;-85.6898;0
cav4mxo_DB8-ZINC40388701-0.pdb;-85.6544;0
cav4mxo_DB8-ZINC20611691-0.pdb;-85.5809;0
cav4mxo_DB8-ZINC35938542-0.pdb;-85.5416;0
cav4mxo_DB8-ZINC04708164-0.pdb;-85.4871;0
cav4mxo_DB8-ZINC09344407-0.pdb;-85.4455;0
cav4mxo_DB8-ZINC13131315-0.pdb;-85.3971;0
cav4mxo_DB8-ZINC08320036-0.pdb;-85.3775;0
cav4mxo_DB8-ZINC06419797-0.pdb;-85.3283;0
cav4mxo_DB8-ZINC20695760-0.pdb;-85.3253;0
cav4mxo_DB8-ZINC40385672-0.pdb;-85.3218;0
cav4mxo_DB8-ZINC39927244-0.pdb;-85.2917;0
cav4mxo_DB8-ZINC18222516-0.pdb;-85.2526;0
cav4mxo_DB8-ZINC53524665-0.pdb;-85.2227;0
cav4mxo_DB8-ZINC13737467-0.pdb;-85.1706;0
cav4mxo_DB8-ZINC39533354-0.pdb;-85.1154;0
cav4mxo_DB8-ZINC56762986-0.pdb;-85.0937;0
cav4mxo_DB8-ZINC62876112-0.pdb;-85.0704;0
cav4mxo_DB8-ZINC63808049-0.pdb;-85.0249;0
cav4mxo_DB8-ZINC40322006-0.pdb;-84.9494;0
cav4mxo_DB8-ZINC00938972-0.pdb;-84.9098;0
cav4mxo_DB8-ZINC64789266-0.pdb;-84.9033;0
cav4mxo_DB8-ZINC23448188-0.pdb;-84.8672;0
cav4mxo_DB8-ZINC14549369-0.pdb;-84.8118;0
cav4mxo_DB8-ZINC43548253-0.pdb;-84.7324;0
cav4mxo_DB8-ZINC36333884-0.pdb;-84.667;0
cav4mxo_DB8-ZINC14461611-0.pdb;-84.5934;0
cav4mxo_DB8-ZINC21245897-0.pdb;-84.586;0
cav4mxo_DB8-ZINC49234499-0.pdb;-84.5227;0
cav4mxo_DB8-ZINC32855726-0.pdb;-84.4889;0
cav4mxo_DB8-ZINC20707244-0.pdb;-84.4702;0
cav4mxo_DB8-ZINC35624655-0.pdb;-84.4667;0
cav4mxo_DB8-ZINC08886751-0.pdb;-84.433;0
cav4mxo_DB8-ZINC12559626-0.pdb;-84.2764;0
cav4mxo_DB8-ZINC13576647-0.pdb;-84.2693;0
cav4mxo_DB8-ZINC12660897-0.pdb;-84.243;0
cav4mxo_DB8-ZINC33027883-0.pdb;-84.2388;0
cav4mxo_DB8-ZINC37161919-0.pdb;-84.1956;0
cav4mxo_DB8-ZINC02872410-0.pdb;-84.143;0
cav4mxo_DB8-ZINC09359541-0.pdb;-84.1358;0
cav4mxo_DB8-ZINC63372453-0.pdb;-84.1213;0
cav4mxo_DB8-ZINC40390371-0.pdb;-84.1177;0
cav4mxo_DB8-ZINC16834502-0.pdb;-84.0933;0
cav4mxo_DB8-ZINC39948413-0.pdb;-84.0713;0
cav4mxo_DB8-ZINC38980585-0.pdb;-84.0492;0
cav4mxo_DB8-ZINC43289274-0.pdb;-84.0217;0
cav4mxo_DB8-ZINC00115797-0.pdb;-84.0055;0
cav4mxo_DB8-ZINC53097210-0.pdb;-83.9816;0
cav4mxo_DB8-ZINC05037548-0.pdb;-83.9293;0
cav4mxo_DB8-ZINC02755746-0.pdb;-83.8938;0
cav4mxo_DB8-ZINC38630811-0.pdb;-83.8656;0
cav4mxo_DB8-ZINC62703855-0.pdb;-83.8132;0
cav4mxo_DB8-ZINC14461065-0.pdb;-83.811;0
cav4mxo_DB8-ZINC14751975-0.pdb;-83.8089;0
cav4mxo_DB8-ZINC34601541-0.pdb;-83.799;0
cav4mxo_DB8-ZINC67315970-0.pdb;-83.7775;0
cav4mxo_DB8-ZINC02092445-0.pdb;-83.7435;0
cav4mxo_DB8-ZINC06592879-0.pdb;-83.7348;0
cav4mxo_DB8-ZINC35928350-0.pdb;-83.7308;0
cav4mxo_DB8-ZINC00205917-0.pdb;-83.6691;0
cav4mxo_DB8-ZINC66761142-0.pdb;-83.5867;0
cav4mxo_DB8-ZINC42699726-0.pdb;-83.5713;0
cav4mxo_DB8-ZINC56904206-0.pdb;-83.4994;0
cav4mxo_DB8-ZINC04100146-0.pdb;-83.4939;0
cav4mxo_DB8-ZINC08927174-0.pdb;-83.4324;0
cav4mxo_DB8-ZINC37452590-0.pdb;-83.4088;0
cav4mxo_DB8-ZINC36852769-0.pdb;-83.3729;0
cav4mxo_DB8-ZINC39544618-0.pdb;-83.2624;0
cav4mxo_DB8-ZINC34762640-0.pdb;-83.2412;0
cav4mxo_DB8-ZINC03532252-0.pdb;-83.2017;0
cav4mxo_DB8-ZINC16269518-0.pdb;-83.2001;0
cav4mxo_DB8-ZINC40958702-0.pdb;-83.1717;0
cav4mxo_DB8-ZINC04690615-0.pdb;-83.1416;0
cav4mxo_DB8-ZINC17112016-0.pdb;-83.1281;0
cav4mxo_DB8-ZINC38976586-0.pdb;-83.0714;0
cav4mxo_DB8-ZINC09252813-0.pdb;-83.0527;0
cav4mxo_DB8-ZINC45605954-0.pdb;-83.037;0
cav4mxo_DB8-ZINC13034668-0.pdb;-83.0369;0
cav4mxo_DB8-ZINC60194777-0.pdb;-83.0345;0
cav4mxo_DB8-ZINC67456825-0.pdb;-83.0072;0
cav4mxo_DB8-ZINC44177545-0.pdb;-82.9567;0
cav4mxo_DB8-ZINC06952106-0.pdb;-82.9349;0
cav4mxo_DB8-ZINC39524153-0.pdb;-82.9215;0
cav4mxo_DB8-ZINC01396551-0.pdb;-82.9163;0
cav4mxo_DB8-ZINC39357181-0.pdb;-82.8917;0
cav4mxo_DB8-ZINC66940380-0.pdb;-82.8814;0
cav4mxo_DB8-ZINC01103341-0.pdb;-82.8562;0
cav4mxo_DB8-ZINC20698327-0.pdb;-82.8311;0
cav4mxo_DB8-ZINC39855959-0.pdb;-82.8092;0
cav4mxo_DB8-ZINC57003513-0.pdb;-82.8038;0
cav4mxo_DB8-ZINC08837390-0.pdb;-82.7958;0
cav4mxo_DB8-ZINC38965238-0.pdb;-82.7825;0
cav4mxo_DB8-ZINC66190272-0.pdb;-82.7275;0
cav4mxo_DB8-ZINC45437278-0.pdb;-82.7232;0
cav4mxo_DB8-ZINC16024537-0.pdb;-82.6808;0
cav4mxo_DB8-ZINC12661859-0.pdb;-82.6503;0
cav4mxo_DB8-ZINC60199662-0.pdb;-82.6384;0
cav4mxo_DB8-ZINC35658927-0.pdb;-82.6197;0
cav4mxo_DB8-ZINC39595478-0.pdb;-82.4711;0
cav4mxo_DB8-ZINC66702713-0.pdb;-82.4175;0
cav4mxo_DB8-ZINC63465527-0.pdb;-82.3444;0
cav4mxo_DB8-ZINC40388592-0.pdb;-82.2034;0
cav4mxo_DB8-ZINC14460788-0.pdb;-82.1701;0
cav4mxo_DB8-ZINC04531978-0.pdb;-82.0624;0
cav4mxo_DB8-ZINC32764836-0.pdb;-82.0085;0
cav4mxo_DB8-ZINC12469534-0.pdb;-81.9203;0
cav4mxo_DB8-ZINC39596477-0.pdb;-81.8798;0
cav4mxo_DB8-ZINC52012301-0.pdb;-81.8301;0
cav4mxo_DB8-ZINC01084150-0.pdb;-81.825;0
cav4mxo_DB8-ZINC40797933-0.pdb;-81.7657;0
cav4mxo_DB8-ZINC56159649-0.pdb;-81.748;0
cav4mxo_DB8-ZINC39684565-0.pdb;-81.7334;0
cav4mxo_DB8-ZINC44028950-0.pdb;-81.6765;0
cav4mxo_DB8-ZINC62876105-0.pdb;-81.6641;0
cav4mxo_DB8-ZINC54753631-0.pdb;-81.6539;0
cav4mxo_DB8-ZINC67390251-0.pdb;-81.6252;0
cav4mxo_DB8-ZINC35575199-0.pdb;-81.5663;0
cav4mxo_DB8-ZINC39454200-0.pdb;-81.5497;0
cav4mxo_DB8-ZINC51150177-0.pdb;-81.5091;0
cav4mxo_DB8-ZINC09305249-0.pdb;-81.4834;0
cav4mxo_DB8-ZINC20698195-0.pdb;-81.4041;0
cav4mxo_DB8-ZINC40760892-0.pdb;-81.3315;0
cav4mxo_DB8-ZINC39524885-0.pdb;-81.2104;0
cav4mxo_DB8-ZINC32935837-0.pdb;-81.21;0
cav4mxo_DB8-ZINC59948351-0.pdb;-81.2042;0
cav4mxo_DB8-ZINC31046546-0.pdb;-81.1885;0
cav4mxo_DB8-ZINC14546925-0.pdb;-81.1873;0
cav4mxo_DB8-ZINC59410553-0.pdb;-81.1782;0
cav4mxo_DB8-ZINC50394486-0.pdb;-81.1306;0
cav4mxo_DB8-ZINC35375052-0.pdb;-81.0972;0
cav4mxo_DB8-ZINC04212939-0.pdb;-81.0541;0
cav4mxo_DB8-ZINC04280702-0.pdb;-80.9201;0
cav4mxo_DB8-ZINC63195679-0.pdb;-80.92;0
cav4mxo_DB8-ZINC48787920-0.pdb;-80.912;0
cav4mxo_DB8-ZINC35554878-0.pdb;-80.9065;0
cav4mxo_DB8-ZINC63216499-0.pdb;-80.9008;0
cav4mxo_DB8-ZINC63376007-0.pdb;-80.879;0
cav4mxo_DB8-ZINC08681444-0.pdb;-80.8697;0
cav4mxo_DB8-ZINC13129343-0.pdb;-80.7846;0
cav4mxo_DB8-ZINC03348127-0.pdb;-80.7428;0
cav4mxo_DB8-ZINC58506003-0.pdb;-80.5939;0
cav4mxo_DB8-ZINC12496690-0.pdb;-80.4072;0
cav4mxo_DB8-ZINC03178174-0.pdb;-80.3977;0
cav4mxo_DB8-ZINC39015546-0.pdb;-80.3668;0
cav4mxo_DB8-ZINC04147723-0.pdb;-80.3562;0
cav4mxo_DB8-ZINC03086551-0.pdb;-80.3398;0
cav4mxo_DB8-ZINC51116943-0.pdb;-80.2846;0
cav4mxo_DB8-ZINC14546942-0.pdb;-80.2789;0
cav4mxo_DB8-ZINC19801372-0.pdb;-80.2566;0
cav4mxo_DB8-ZINC34822933-0.pdb;-80.2465;0
cav4mxo_DB8-ZINC05603887-0.pdb;-80.1865;0
cav4mxo_DB8-ZINC41058542-0.pdb;-80.1053;0
cav4mxo_DB8-ZINC20701621-0.pdb;-80.0903;0
cav4mxo_DB8-ZINC38970831-0.pdb;-80.0764;0
cav4mxo_DB8-ZINC27190220-0.pdb;-80.0685;0
cav4mxo_DB8-ZINC65563752-0.pdb;-80.0062;0
cav4mxo_DB8-ZINC58603279-0.pdb;-79.995;0
cav4mxo_DB8-ZINC15048398-0.pdb;-79.9459;0
cav4mxo_DB8-ZINC25757055-0.pdb;-79.698;0
cav4mxo_DB8-ZINC45202192-0.pdb;-79.6284;0
cav4mxo_DB8-ZINC36788429-0.pdb;-79.4669;0
cav4mxo_DB8-ZINC13957553-0.pdb;-79.4207;0
cav4mxo_DB8-ZINC22159985-0.pdb;-79.3523;0
cav4mxo_DB8-ZINC39595472-0.pdb;-79.3427;0
cav4mxo_DB8-ZINC40795958-0.pdb;-79.341;0
cav4mxo_DB8-ZINC51394345-0.pdb;-79.3209;0
cav4mxo_DB8-ZINC11392152-0.pdb;-79.2342;0
cav4mxo_DB8-ZINC31743927-0.pdb;-79.2116;0
cav4mxo_DB8-ZINC22936234-0.pdb;-79.2092;0
cav4mxo_DB8-ZINC37906266-0.pdb;-79.1985;0
cav4mxo_DB8-ZINC38965582-0.pdb;-79.1652;0
cav4mxo_DB8-ZINC43262581-0.pdb;-79.1497;0
cav4mxo_DB8-ZINC43262462-0.pdb;-79.1053;0
cav4mxo_DB8-ZINC20417976-0.pdb;-79.087;0
cav4mxo_DB8-ZINC16750676-0.pdb;-78.9724;0
cav4mxo_DB8-ZINC47534871-0.pdb;-78.8872;0
cav4mxo_DB8-ZINC28855720-0.pdb;-78.8418;0
cav4mxo_DB8-ZINC36901716-0.pdb;-78.8392;0
cav4mxo_DB8-ZINC62704610-0.pdb;-78.8135;0
cav4mxo_DB8-ZINC40824913-0.pdb;-78.7395;0
cav4mxo_DB8-ZINC14465365-0.pdb;-78.7333;0
